appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories,positive_ratio,ratings,owners_average,MutualPlayerCount
868020,Aperture Hand Lab,Cloudhead Games Ltd.,Valve,,1167,166,"200,000 .. 500,000",9,0,7,0,3,Adventure,,0.0,"Single-player, Tracked Controller Support, VR Only",0.8754688672168042,0.7829816969744495,350000.0,8
877200,Zero Caliber VR,XREAL Games,XREAL Games,,3606,1030,"100,000 .. 200,000",363,0,355,0,24,"Action, Casual, Indie, Simulation",USD,24.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",0.777825711820535,0.7786588102354959,150000.0,14
881100,Noita,Nolla Games,Nolla Games,,59862,2925,"2,000,000 .. 5,000,000",1440,423,306,439,2526,"Action, Adventure, Indie, RPG, Simulation",USD,19.99,"Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",0.95341392326437,0.897707083359759,3500000.0,85
356190,Middle-earth: Shadow of War,Monolith Productions,WB Games,,84006,11201,"2,000,000 .. 5,000,000",1859,1528,1170,1528,1777,"Action, Adventure, RPG",USD,49.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",0.8823510876301113,0.8579086820918201,3500000.0,516
562260,WAVESHAPER,GAMES FOR HUMANS,GAMES FOR HUMANS,,887,115,"20,000 .. 50,000",121,0,122,0,20,"Action, Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",0.8852295409181636,0.7822967295515053,35000.0,62
1449560,Metro Exodus,4A Games,Deep Silver,,0,0,"0 .. 20,000",626,421,204,598,974,Action,USD,29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",,0.7787901224971441,10000.0,166
265690,NaissanceE,Limasse Five,Limasse Five,,2902,534,"100,000 .. 200,000",82,0,126,0,2,"Adventure, Indie",,0.0,Single-player,0.8445867287543656,0.7856725057830747,150000.0,9
955050,Bright Memory,FYQD-Studio,"FYQD-Studio, PLAYISM",,29479,2903,"1,000,000 .. 2,000,000",87,0,57,0,8,"Action, Adventure, Indie",USD,7.99,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.9103514298066827,0.8477316385858346,1500000.0,21
975370,Dwarf Fortress,Bay 12 Games,Kitfox Games,,24022,1183,"1,000,000 .. 2,000,000",2958,269,1014,269,1138,"Indie, RPG, Simulation, Strategy",USD,25.49,"Single-player, Steam Workshop, Family Sharing",0.9530648680817299,0.8592145518490609,1500000.0,46
1012790,Into the Radius VR,CM Games,CM Games,,9027,581,"500,000 .. 1,000,000",390,470,362,470,108,"Action, Indie",USD,29.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",0.9395295587010825,0.8183687482131381,750000.0,17
690790,DiRT Rally 2.0,Codemasters,"Codemasters, Electronic Arts",,33619,4721,"1,000,000 .. 2,000,000",847,220,286,310,1124,"Racing, Simulation, Sports",USD,19.99,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, VR Supported, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",0.8768648930620762,0.8342888458616267,1500000.0,104
1039880,Hellsplit: Arena,Deep Type Games,Deep Type Games,,3048,514,"200,000 .. 500,000",158,0,214,0,21,"Action, RPG",USD,24.99,"Single-player, Tracked Controller Support, VR Only, Family Sharing",0.8556990454800674,0.7870980018961118,350000.0,8
632360,Risk of Rain 2,Hopoo Games,Gearbox Publishing,,257940,9947,"5,000,000 .. 10,000,000",2835,256,1302,126,6800,"Action, Indie",USD,24.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.9628686722386678,0.9446572773883424,7500000.0,436
927380,Yakuza Kiwami 2,Ryu Ga Gotoku Studio,SEGA,,13551,666,"500,000 .. 1,000,000",2031,0,1802,0,454,"Action, Adventure, RPG",USD,19.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.9531546739818527,0.8356078984327113,750000.0,157
1104380,The Room VR: A Dark Matter,Fireproof Games,Fireproof Games,,3358,79,"100,000 .. 200,000",135,0,187,0,6,Adventure,USD,14.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",0.9770148385219668,0.7995300064525616,150000.0,2
1125240,Ancient Dungeon,Eric Thullen,Eric Thullen,,1054,50,"50,000 .. 100,000",216,0,324,0,11,"Action, Adventure, Indie, RPG, Early Access",USD,19.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",0.9547101449275363,0.7851543720422742,75000.0,2
1152100,Taimanin Asagi 1: Trial,LiLith,Infini-Brain inc.,,0,0,"0 .. 20,000",1,0,1,0,1,Adventure,,0.0,Single-player,,0.7787901224971441,10000.0,3
1178780,BattleGroupVR,SpaceOwl Games,"SpaceOwl Games, Erabit",,778,57,"0 .. 20,000",278,0,494,0,3,"Action, Simulation, Strategy",USD,24.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, Family Sharing",0.9317365269461078,0.7830122740432157,10000.0,1
527430,"Warhammer 40,000: Inquisitor - Martyr",NeocoreGames,NeocoreGames,,14414,4810,"1,000,000 .. 2,000,000",1183,0,758,0,345,"Action, Adventure, Indie, RPG",USD,49.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.7497919267582189,0.7673283733270345,1500000.0,63
1042800,"Warhammer 40,000: Inquisitor - Prophecy",NeocoreGames,NeocoreGames,,2078,539,"100,000 .. 200,000",406,0,266,0,71,"Action, Adventure, Indie, RPG",USD,24.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Family Sharing",0.7940389759266335,0.7800360375850104,150000.0,18
1222370,Necromunda: Hired Gun,Streum On Studio,Focus Entertainment,,4397,2248,"200,000 .. 500,000",222,0,214,0,20,"Action, Adventure",USD,39.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.6617005267118133,0.7572119018694764,350000.0,37
1229490,ULTRAKILL,"Arsi ""Hakita"" Patala",New Blood Interactive,,102543,2154,"2,000,000 .. 5,000,000",496,32,370,48,2427,"Action, Indie, Early Access",USD,24.99,"Single-player, Full controller support, Steam Cloud, Family Sharing",0.979426344594401,0.9354232012722828,3500000.0,48
1262350,SIGNALIS,rose-engine,"Humble Games, PLAYISM",,15727,505,"1,000,000 .. 2,000,000",273,0,252,0,185,"Action, Adventure, Indie",USD,19.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.9688886150813208,0.8463922919216407,1500000.0,31
1326470,Sons Of The Forest,Endnight Games Ltd,Newnight,,162461,26391,"5,000,000 .. 10,000,000",1206,221,859,274,15863,"Action, Adventure, Indie, Simulation",USD,29.99,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.8602556499269269,0.8492776080278271,7500000.0,542
1390350,Webbed,Sbug Games,Sbug Games,,12035,293,"500,000 .. 1,000,000",344,0,379,0,37,"Action, Adventure, Indie",USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.9762329656067489,0.8371043602711039,750000.0,18
1238810,Battlefield V,DICE,Electronic Arts,,143935,58584,"5,000,000 .. 10,000,000",2491,529,581,240,29231,Action,USD,49.99,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, HDR available",0.7107234382946785,0.7193553898317553,7500000.0,465
976310,Mortal Kombat 11,"NetherRealm Studios, QLOC, Shiver","Warner Bros. Games, Warner Bros. Interactive Entertainment",,83775,11296,"2,000,000 .. 5,000,000",1266,383,535,506,2064,Action,USD,49.99,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, HDR available, Family Sharing",0.8811835365148153,0.8569902932059117,3500000.0,477
1481400,Dagon,,,,0,0,"0 .. 20,000",25,0,29,0,0,,,0.0,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud",,0.7787901224971441,10000.0,14
1499120,I Expect You To Die 2: The Spy and the Liar,Schell Games,Schell Games,,1088,44,"50,000 .. 100,000",152,0,241,0,8,Adventure,USD,24.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",0.9611307420494699,0.7855477525398903,75000.0,4
1530750,EVERSLAUGHT,MobX GmbH,MobX GmbH,,228,125,"50,000 .. 100,000",0,0,0,0,1,"Action, Indie, RPG, Early Access",USD,19.99,"Single-player, Tracked Controller Support, VR Only, Family Sharing",0.6458923512747875,0.777214048017851,75000.0,0
1583230,High On Life,"Squanch Games, Inc.","Squanch Games, Inc.",,13677,1622,"200,000 .. 500,000",798,0,797,0,152,"Action, Adventure",USD,39.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.893979998692725,0.8182046625048699,350000.0,74
1599560,Wanderer,Mighty Eyes,Mighty Eyes,,782,135,"50,000 .. 100,000",53,0,78,0,6,"Action, Adventure",USD,39.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Family Sharing",0.8527808069792803,0.7810271879551213,75000.0,3
613900,Museum of Other Realities,MOR Museum Inc.,MOR Museum Inc.,,358,33,"50,000 .. 100,000",57,52,102,52,1,"Casual, Simulation",,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Only",0.9156010230179028,0.7805849706367624,75000.0,15
1003590,Tetris Effect: Connected,"Monstars Inc., Resonair, Stage Games",Enhance,,6233,331,"200,000 .. 500,000",661,4,482,4,128,"Casual, Indie",USD,39.99,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0.9495734308348568,0.8099498053724882,350000.0,34
1110910,Mortal Shell,Cold Symmetry,Playstack,,4850,2014,"200,000 .. 500,000",366,53,225,53,35,"Action, RPG",USD,29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.7065850815850816,0.7651280251383559,350000.0,45
464920,Surviving Mars,"Haemimont Games, Abstraction",Paradox Interactive,,21431,3837,"2,000,000 .. 5,000,000",1639,0,214,0,849,"Simulation, Strategy",USD,29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing",0.8481478549944594,0.8108404096772549,3500000.0,281
283270,Jagged Alliance 1: Gold Edition,"Sir-Tech, Madlab Software",THQ Nordic,,341,96,"100,000 .. 200,000",13,0,21,0,10,"Action, RPG, Strategy",USD,9.99,"Single-player, Multi-player, Family Sharing",0.7803203661327232,0.7788125253063921,150000.0,15
1782120,ZERO Sievert,CABO Studio,Modern Wolf,,8038,1284,"500,000 .. 1,000,000",2070,0,2060,0,222,"Action, Adventure, Early Access",USD,19.99,"Single-player, Family Sharing",0.8622613173138811,0.7988785464605215,750000.0,18
2007530,Spellbook Demonslayers,Xendra,"Xendra, Erabit",,960,203,"50,000 .. 100,000",1258,0,1258,0,19,"Action, Casual, Early Access",USD,3.94,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.825451418744626,0.7805649678918818,75000.0,7
1544020,The Callisto Protocol,Striking Distance Studios,"KRAFTON, Inc.",,21442,12011,"500,000 .. 1,000,000",827,468,872,928,401,"Action, Adventure",USD,59.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.6409589573431381,0.7054453868171607,750000.0,100
2024230,Project Lazarus,Terapoly,Terapoly,,1048,231,"100,000 .. 200,000",5715,0,5715,0,9,"Action, Casual",USD,5.99,"Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",0.8193901485535575,0.7804820288972083,150000.0,2
2208920,Assassin's Creed Valhalla,Ubisoft Montreal,Ubisoft,,14406,6340,"1,000,000 .. 2,000,000",2358,0,726,0,2424,"Action, Adventure, RPG",USD,59.99,"Single-player, Captions available, In-App Purchases, Partial Controller Support",0.6943989202737877,0.7438852920347679,1500000.0,131
2218750,Halls of Torment,Chasing Carrots,Chasing Carrots,,19759,719,"500,000 .. 1,000,000",1313,188,822,141,757,"Action, Indie, RPG, Early Access",USD,3.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.9648891493309893,0.8551758646076147,750000.0,71
2225070,Trackmania,,,,0,0,"0 .. 20,000",646,342,69,516,0,,,0.0,"Single-player, Multi-player, PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Partial Controller Support",,0.7787901224971441,10000.0,41
410340,Liftoff: FPV Drone Racing,LuGus Studios,LuGus Studios,,8058,491,"500,000 .. 1,000,000",952,0,1372,0,510,"Indie, Racing, Simulation, Sports",USD,19.99,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor, Family Sharing",0.9425663820329863,0.8156726735945596,750000.0,6
4230,RACE - The WTCC Game,SimBin,SimBin,,141,51,"0 .. 20,000",6,0,6,0,0,Racing,USD,39.99,"Single-player, Multi-player, Family Sharing",0.734375,0.7785020698538557,10000.0,3
10460,The Club,Bizarre Creations,SEGA,,90,70,"50,000 .. 100,000",137,0,137,0,0,Action,USD,14.99,"Single-player, Multi-player, Partial Controller Support, Family Sharing",0.5625,0.7776199062364567,75000.0,2
13640,Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft,Ubisoft,,59,42,"0 .. 20,000",737,0,737,0,2,Action,,0.0,"Single-player, Multi-player, Family Sharing",0.5841584158415841,0.7781240649649869,10000.0,1
19000,Silent Hill Homecoming,Double Helix Games,KONAMI,,1388,1473,"200,000 .. 500,000",234,0,345,0,11,Adventure,USD,39.99,"Single-player, Family Sharing",0.4851450541768612,0.7527590410015089,350000.0,29
17430,Need for Speed Undercover,EA Black Box,Electronic Arts,,5839,1940,"1,000,000 .. 2,000,000",1101,0,628,0,29,"Action, Racing",,0.0,"Single-player, Multi-player, Partial Controller Support, Family Sharing",0.7506106183314051,0.772896104793005,1500000.0,48
21780,Driver Parallel Lines,Ubisoft Reflections,Ubisoft,,984,107,"100,000 .. 200,000",0,0,0,0,7,Racing,USD,9.99,"Single-player, Family Sharing",0.9019248395967002,0.7831941819185401,150000.0,9
16720,Velvet Assassin,Replay Studios,Missing Link Games,,1503,923,"200,000 .. 500,000",20,0,29,0,3,Action,USD,5.99,"Single-player, Partial Controller Support, Family Sharing",0.6195383347073372,0.7666556698289395,350000.0,20
10130,TimeShift,Saber Interactive,Activision,,991,257,"100,000 .. 200,000",118,0,118,0,1,Action,USD,19.99,"Single-player, Multi-player, Family Sharing",0.7940705128205128,0.7794120895633404,150000.0,9
31170,Tales of Monkey Island: Complete Season,Telltale,Telltale,,613,73,"200,000 .. 500,000",265,0,184,0,5,"Adventure, RPG",USD,5.99,"Single-player, Family Sharing",0.8935860058309038,0.7814065163547635,350000.0,10
12690,Hunting Unlimited 2010,SCS Software,Ziggurat,,251,51,"50,000 .. 100,000",410,0,410,0,3,"Simulation, Sports",USD,9.99,"Single-player, Family Sharing",0.8311258278145696,0.7793220275417705,75000.0,1
7860,NecroVision,The Farm 51,Fulqrum Publishing,,1029,487,"200,000 .. 500,000",121,0,178,0,6,Action,USD,0.74,"Single-player, Multi-player, Steam Cloud, Family Sharing",0.6787598944591029,0.7738870398726566,350000.0,15
95900,Air Conflicts: Secret Wars,"Games Farm, 3Division",Games Farm,,296,137,"100,000 .. 200,000",14,0,14,0,1,"Action, Simulation",USD,5.99,"Single-player, Multi-player, Steam Achievements, Family Sharing",0.6836027713625866,0.7774091475451734,150000.0,9
27940,Dead Horde,DnS Development,DnS Development,,222,434,"50,000 .. 100,000",205,0,253,0,0,"Action, Indie",USD,3.99,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0.3384146341463415,0.769182570252644,75000.0,4
2210,Quake 4,"RavenSoft, id Software",Bethesda Softworks,,2648,381,"200,000 .. 500,000",117,0,143,0,21,Action,USD,14.99,"Single-player, Multi-player, Steam Cloud, Family Sharing",0.8742159128425223,0.7876997968980226,350000.0,26
43190,The Haunted: Hells Reach,KTX Software,Signo &amp; Arte,,633,108,"50,000 .. 100,000",524,0,781,0,3,"Action, Indie",USD,8.99,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing",0.854251012145749,0.7806445076769367,75000.0,12
42680,Call of Duty: Modern Warfare 3 (2011),"Infinity Ward, Sledgehammer Games",Activision,,21320,3686,"2,000,000 .. 5,000,000",984,91,583,91,324,Action,USD,39.99,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",0.8525953771094937,0.8127044792487411,3500000.0,295
201870,Assassin's Creed Revelations,Ubisoft Montreal,Ubisoft,,13241,2279,"1,000,000 .. 2,000,000",751,0,608,0,140,"Action, Adventure",USD,19.99,"Single-player, Multi-player",0.8531572164948453,0.8044769399597965,1500000.0,144
202310,Ridge Racer Unbounded,BUGBEAR,BANDAI NAMCO Entertainment,,950,608,"100,000 .. 200,000",20,0,25,0,3,Racing,USD,9.99,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.6097560975609756,0.7702867543518283,150000.0,13
209100,Resident Evil: Operation Raccoon City,Slant Six Games,Capcom Co. Ltd,,2170,1866,"200,000 .. 500,000",194,0,326,0,5,Action,,0.0,"Single-player, Multi-player, Co-op, Full controller support",0.5376610505450942,0.7496948871081557,350000.0,25
201070,Revelations 2012,Dark Artz Entertainment,Dark Artz Entertainment,,228,178,"50,000 .. 100,000",221,0,221,0,0,"Action, Indie, Strategy",,0.0,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats",0.5615763546798029,0.7758326200668944,75000.0,7
212630,Tom Clancy's Ghost Recon: Future Soldier,"Ubisoft Paris, Red Storm Entertainment",Ubisoft,,3515,1611,"200,000 .. 500,000",218,0,166,0,18,Action,USD,19.99,"Single-player, Multi-player, Co-op",0.685719859539602,0.7649772523300309,350000.0,27
215280,Secret World Legends,Funcom,Funcom,,5919,2910,"1,000,000 .. 2,000,000",2105,0,305,0,111,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",,0.0,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards",0.6704043493034318,0.7537666864063822,1500000.0,112
10090,Call of Duty: World at War,Treyarch,Activision,,43764,3801,"2,000,000 .. 5,000,000",3335,0,719,0,438,Action,USD,19.99,"Single-player, Multi-player, Co-op, Family Sharing",0.9200883002207505,0.8660991798058134,3500000.0,249
214910,Air Conflicts: Pacific Carriers,"Games Farm, 3Division",Games Farm,,276,246,"100,000 .. 200,000",0,0,0,0,2,"Action, Simulation",USD,9.99,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Family Sharing",0.5287356321839081,0.7744296788092901,150000.0,5
214250,I Am Alive,Ubisoft  Shanghaï,Ubisoft,,1748,843,"200,000 .. 500,000",224,0,238,0,1,"Action, Adventure",USD,14.99,"Single-player, Partial Controller Support, Family Sharing",0.6746429949826321,0.7703584268424075,350000.0,22
205270,3DMark 11,UL,UL,,40,7,"0 .. 20,000",221,0,442,0,0,Utilities,,0.0,Steam Leaderboards,0.851063829787234,0.7789054280729942,10000.0,1
211670,007 Legends,Eurocom,Activision,,0,0,"0 .. 20,000",0,0,0,0,4,Action,,0.0,"Single-player, Multi-player, Family Sharing",,0.7787901224971441,10000.0,8
220820,Zombie Driver HD,Exor Studios,Exor Studios,,3096,621,"500,000 .. 1,000,000",229,0,53,0,3,"Action, Indie, Racing",USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",0.8329297820823245,0.7848643488070988,750000.0,74
45770,Dead Rising 2: Off the Record,Capcom Vancouver,Capcom,,2618,734,"200,000 .. 500,000",397,0,367,0,31,"Action, Adventure",USD,19.99,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.7810262529832935,0.7790188905369924,350000.0,107
226700,Infestation: Survivor Stories 2020,Fredaikis AB,OP Productions LLC,,10639,14775,"1,000,000 .. 2,000,000",2221,0,572,0,17,"Action, Free to Play, Indie, Massively Multiplayer, RPG",,0.0,"Multi-player, MMO, PvP, Online PvP, Steam Achievements, In-App Purchases",0.4186275281340993,0.6118426837550872,1500000.0,77
220700,RPG Maker VX Ace,"Gotcha Gotcha Games, KADOKAWA, Yoji Ojima",Gotcha Gotcha Games,,4169,255,"100,000 .. 200,000",1622,0,199,0,219,"Adventure, RPG, Design & Illustration, Education, Web Publishing, Game Development",USD,69.99,"Steam Trading Cards, Steam Workshop",0.9423598553345389,0.800176165884598,150000.0,56
214420,Gear Up,Doctor Entertainment AB,Doctor Entertainment AB,,6294,2142,"1,000,000 .. 2,000,000",125,0,37,0,3,"Action, Free to Play, Indie",,0.0,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.7460881934566145,0.7715012673918745,1500000.0,43
224580,Arma II: DayZ Mod,Bohemia Interactive,Bohemia Interactive,,5695,1268,"0 .. 20,000",311,0,34,0,101,"Action, Simulation, Strategy",,0.0,"Multi-player, Co-op, Partial Controller Support, Family Sharing",0.8178945856670975,0.7862754657272301,10000.0,32
34870,Sniper: Ghost Warrior 2,City Interactive,CI Games,,13002,4272,"1,000,000 .. 2,000,000",292,0,211,0,49,Action,USD,9.99,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",0.7526919069121223,0.7691338207392131,1500000.0,147
232910,TrackMania² Stadium,Nadeo,Ubisoft,,5733,709,"500,000 .. 1,000,000",1033,0,574,0,116,"Racing, Sports",USD,9.99,"Single-player, Multi-player, VR Support, Steam Workshop, Partial Controller Support, Includes level editor, Family Sharing",0.889941012108041,0.7987605761608618,750000.0,47
227480,God Mode,Old School Games,ATLUS USA,,1770,743,"200,000 .. 500,000",196,0,240,0,1,Action,,0.0,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.7043374452845205,0.7729296479522104,350000.0,51
234190,Receiver,Wolfire Games,Wolfire Games,,3267,814,"500,000 .. 1,000,000",58,0,16,0,4,"Action, Indie, Simulation",USD,4.99,"Single-player, Family Sharing",0.8005390835579514,0.7814401011177099,750000.0,11
222480,Resident Evil Revelations,Capcom,Capcom,,10918,2884,"500,000 .. 1,000,000",474,147,472,147,117,"Action, Adventure",USD,19.99,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing",0.7910447761194029,0.782704041735968,750000.0,324
422810,River City Ransom: Underground,Conatus Creative Inc.,Conatus Creative Inc.,,1813,584,"100,000 .. 200,000",454,0,454,0,4,"Action, Indie, RPG",USD,19.99,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",0.7563621193158114,0.7771000727983692,150000.0,77
438270,Learn Japanese To Survive! Hiragana Battle,Sleepy Duck,RIVER CROW STUDIO,,1824,173,"100,000 .. 200,000",273,0,378,0,5,"Adventure, Indie, RPG",USD,6.99,"Single-player, Steam Trading Cards, Family Sharing",0.9133700550826239,0.787346599633848,150000.0,30
444090,Paladins,Evil Mojo Games,Hi-Rez Studios,,292349,50880,"10,000,000 .. 20,000,000",3202,115,441,121,5117,"Action, Adventure, Massively Multiplayer, Strategy, Free to Play",,0.0,"Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",0.8517607777897556,0.8460011915881686,15000000.0,860
587260,Tokyo Xanadu eX+,Nihon Falcom,Aksys Games,,1352,219,"50,000 .. 100,000",255,0,441,0,13,RPG,USD,59.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.8605983450031827,0.7829381371292475,75000.0,24
435790,10 Second Ninja X,Four Circle Interactive,Curve Games,,2354,637,"200,000 .. 500,000",27,0,11,0,5,"Action, Indie",USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on TV, Family Sharing",0.7870277499164159,0.7795504914127721,350000.0,96
223810,Ys I & II Chronicles+,Nihon Falcom,XSEED Games,,2126,266,"200,000 .. 500,000",392,0,319,0,10,"Action, Adventure, RPG",USD,14.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",0.8887959866220736,0.7870635623696867,350000.0,32
256460,Cosmic Star Heroine,Zeboyd Digital Entertainment LLC,Zeboyd Digital Entertainment LLC,,779,101,"100,000 .. 200,000",99,0,184,0,4,"Indie, RPG",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.8852272727272728,0.7818821144353504,150000.0,26
274170,Hotline Miami 2: Wrong Number,Dennaton Games,Devolver Digital,,53348,3450,"2,000,000 .. 5,000,000",542,2,350,2,337,"Action, Indie",USD,14.99,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing",0.9392584245924153,0.8845111265895867,3500000.0,222
325320,Mythos: The Beginning - Director's Cut,Dark Gaia Studios,KOMODO,,47,23,"20,000 .. 50,000",0,0,0,0,0,"Adventure, RPG",USD,5.99,"Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.6714285714285714,0.7785352165299828,35000.0,11
325370,Nova-111,Funktronic Labs,Funktronic Labs,,134,39,"20,000 .. 50,000",11,0,11,0,0,"Action, Adventure, Indie, Strategy",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.7745664739884393,0.7787654250275309,35000.0,14
325470,1953: NATO vs Warsaw Pact,Wastelands Interactive,Conglomerate 5,,24,67,"20,000 .. 50,000",407,0,407,0,0,"Strategy, Early Access",USD,0.99,"Single-player, Steam Trading Cards, Family Sharing",0.26373626373626374,0.7772015099364469,35000.0,50
